Series_Title,Released_Year,Genre,IMDB_Rating,Meta_score,No_of_Votes,Gross
The Verdict,1982,Drama,7.7,77.0,36096,"54,000,000"
Star Trek II: The Wrath of Khan,1982,Action,7.7,67.0,112704,"78,912,963"
First Blood,1982,Action,7.7,61.0,226541,"47,212,904"
Ordinary People,1980,Drama,7.7,86.0,47099,"54,800,000"
Airplane!,1980,Comedy,7.7,78.0,214882,"83,400,000"
Rupan sansei: Kariosutoro no shiro,1979,Animation,7.7,71.0,27014,
Halloween,1978,Horror,7.7,87.0,233106,"47,000,000"
Le locataire,1976,Drama,7.7,71.0,39889,"1,924,733"
Love and Death,1975,Comedy,7.7,89.0,36037,
The Taking of Pelham One Two Three,1974,Action,7.7,68.0,26729,
Blazing Saddles,1974,Comedy,7.7,73.0,125993,"119,500,000"
Serpico,1973,Biography,7.7,87.0,109941,"29,800,000"
Enter the Dragon,1973,Action,7.7,83.0,96561,"25,000,000"
Deliverance,1972,Adventure,7.7,80.0,98740,"7,056,013"
The French Connection,1971,Action,7.7,94.0,110075,"15,630,710"
Dirty Harry,1971,Action,7.7,90.0,143292,"35,900,000"
Where Eagles Dare,1968,Action,7.7,63.0,51913,
The Odd Couple,1968,Comedy,7.7,86.0,31572,"44,527,234"
The Dirty Dozen,1967,Action,7.7,73.0,67183,"45,300,000"
Belle de jour,1967,Drama,7.7,,40274,"26,331"
A Man for All Seasons,1966,Biography,7.7,72.0,31222,"28,350,000"
Repulsion,1965,Drama,7.7,91.0,48883,
Zulu,1964,Drama,7.7,77.0,35999,
Goldfinger,1964,Action,7.7,87.0,174119,"51,081,062"
The Birds,1963,Drama,7.7,90.0,171739,"11,403,529"
Cape Fear,1962,Drama,7.7,76.0,26457,
Peeping Tom,1960,Drama,7.7,,31354,"83,957"
The Magnificent Seven,1960,Action,7.7,74.0,87719,"4,905,000"
Les yeux sans visage,1960,Drama,7.7,90.0,27620,"52,709"
Invasion of the Body Snatchers,1956,Drama,7.7,92.0,44839,
Rebel Without a Cause,1955,Drama,7.7,89.0,83363,
The Ladykillers,1955,Comedy,7.7,91.0,26464,
Sabrina,1954,Comedy,7.7,72.0,59415,
The Quiet Man,1952,Comedy,7.7,,34677,"10,550,000"
The Day the Earth Stood Still,1951,Drama,7.7,,76315,
The African Queen,1951,Adventure,7.7,91.0,71481,"536,118"
Gilda,1946,Drama,7.7,,27991,
Fantasia,1940,Animation,7.7,96.0,88662,"76,408,097"
The Invisible Man,1933,Horror,7.7,87.0,30683,
Dark Waters,2019,Biography,7.6,73.0,60408,
Searching,2018,Drama,7.6,71.0,140840,"26,020,957"
Once Upon a Time... in Hollywood,2019,Comedy,7.6,83.0,551309,"142,502,728"
Nelyubov,2017,Drama,7.6,86.0,29765,"566,356"
The Florida Project,2017,Drama,7.6,92.0,95181,"5,904,366"
Just Mercy,2019,Biography,7.6,68.0,46739,
Gifted,2017,Drama,7.6,60.0,99643,"24,801,212"
The Peanut Butter Falcon,2019,Adventure,7.6,70.0,66346,"13,122,642"
Victoria,2015,Crime,7.6,77.0,52903,
Mustang,2015,Drama,7.6,83.0,35785,"845,464"
Guardians of the Galaxy Vol. 2,2017,Action,7.6,67.0,569974,"389,813,101"
Baby Driver,2017,Action,7.6,86.0,439406,"107,825,862"
Only the Brave,2017,Action,7.6,72.0,58371,"18,340,051"
Bridge of Spies,2015,Drama,7.6,81.0,287659,"72,313,754"
Incredibles 2,2018,Animation,7.6,80.0,250057,"608,581,744"
Moana,2016,Animation,7.6,81.0,272784,"248,757,044"
Sicario,2015,Action,7.6,82.0,371291,"46,889,293"
Creed,2015,Drama,7.6,82.0,247666,"109,767,581"
Leviafan,2014,Crime,7.6,92.0,49397,"1,092,800"
Hell or High Water,2016,Action,7.6,88.0,204175,"26,862,450"
Philomena,2013,Biography,7.6,77.0,94212,"37,707,719"
Dawn of the Planet of the Apes,2014,Action,7.6,79.0,411599,"208,545,589"
El cuerpo,2012,Mystery,7.6,,57549,
Serbuan maut,2011,Action,7.6,73.0,190531,"4,105,123"
End of Watch,2012,Action,7.6,68.0,228132,"41,003,371"
Kari-gurashi no Arietti,2010,Animation,7.6,80.0,80939,"19,202,743"
A Star Is Born,2018,Drama,7.6,88.0,334312,"215,288,866"
True Grit,2010,Drama,7.6,80.0,311822,"171,243,005"
Hævnen,2010,Drama,7.6,65.0,38491,"1,008,098"
Despicable Me,2010,Animation,7.6,72.0,500851,"251,513,985"
50/50,2011,Comedy,7.6,72.0,315426,"35,014,192"
Kick-Ass,2010,Action,7.6,66.0,524081,"48,071,303"
Celda 211,2009,Action,7.6,,63882,
Moneyball,2011,Biography,7.6,87.0,369529,"75,605,492"
La piel que habito,2011,Drama,7.6,70.0,138959,"3,185,812"
Zombieland,2009,Adventure,7.6,73.0,520041,"75,590,286"
Die Welle,2008,Drama,7.6,,102742,
Sherlock Holmes,2009,Action,7.6,57.0,583158,"209,028,679"
The Blind Side,2009,Biography,7.6,53.0,293266,"255,959,475"
The Visitor,2007,Drama,7.6,79.0,41544,"9,422,422"
Seven Pounds,2008,Drama,7.6,36.0,286770,"69,951,824"
Eastern Promises,2007,Action,7.6,82.0,227760,"17,114,882"
Stardust,2007,Adventure,7.6,66.0,255036,"38,634,938"
The Secret of Kells,2009,Animation,7.6,81.0,31779,"686,383"
Inside Man,2006,Crime,7.6,76.0,339757,"88,513,495"
Gone Baby Gone,2007,Crime,7.6,72.0,250590,"20,300,218"
La Vie En Rose,2007,Biography,7.6,66.0,82781,"10,301,706"
Huo Yuan Jia,2006,Action,7.6,70.0,72863,"24,633,730"
The Illusionist,2006,Drama,7.6,68.0,354728,"39,868,642"
Dead Man's Shoes,2004,Crime,7.6,52.0,49728,"6,013"
Harry Potter and the Half-Blood Prince,2009,Action,7.6,78.0,474827,"301,959,197"
300,2006,Action,7.6,52.0,732876,"210,614,939"
Match Point,2005,Drama,7.6,72.0,206294,"23,089,926"
Watchmen,2009,Action,7.6,56.0,500799,"107,509,799"
Lord of War,2005,Action,7.6,62.0,294140,"24,149,632"
Saw,2004,Horror,7.6,46.0,379020,"56,000,369"
"Synecdoche, New York",2008,Drama,7.6,67.0,83158,"3,081,925"
Mysterious Skin,2004,Drama,7.6,73.0,65939,"697,181"
Jeux d'enfants,2003,Comedy,7.6,45.0,67360,"548,707"
Un long dimanche de fiançailles,2004,Drama,7.6,76.0,70925,"6,167,817"
The Station Agent,2003,Comedy,7.6,81.0,67370,"5,739,376"
21 Grams,2003,Crime,7.6,70.0,224545,"16,290,476"
Boksuneun naui geot,2002,Crime,7.6,56.0,62659,"45,289"
Finding Neverland,2004,Biography,7.6,67.0,198677,"51,680,613"
25th Hour,2002,Drama,7.6,68.0,169708,"13,060,843"
The Butterfly Effect,2004,Drama,7.6,30.0,451479,"57,938,693"
28 Days Later...,2002,Drama,7.6,73.0,376853,"45,064,915"
Batoru rowaiaru,2000,Action,7.6,81.0,169091,
The Royal Tenenbaums,2001,Comedy,7.6,76.0,266842,"52,364,010"
Y tu mamá también,2001,Drama,7.6,88.0,115827,"13,622,333"
Harry Potter and the Sorcerer's Stone,2001,Adventure,7.6,64.0,658185,"317,575,550"
The Others,2001,Horror,7.6,74.0,337651,"96,522,687"
Blow,2001,Biography,7.6,52.0,240714,"52,990,775"
Enemy at the Gates,2001,Drama,7.6,53.0,243729,"51,401,758"
Minority Report,2002,Action,7.6,80.0,508417,"132,072,926"
The Hurricane,1999,Biography,7.6,74.0,91557,"50,668,906"
American Psycho,2000,Comedy,7.6,64.0,490062,"15,070,285"
Lola rennt,1998,Crime,7.6,77.0,188317,"7,267,585"
The Thin Red Line,1998,Drama,7.6,78.0,172710,"36,400,491"
Mulan,1998,Animation,7.6,71.0,256906,"120,620,254"
Fear and Loathing in Las Vegas,1998,Adventure,7.6,41.0,259753,"10,680,275"
Funny Games,1997,Crime,7.6,69.0,65058,
Dark City,1998,Mystery,7.6,66.0,187927,"14,378,331"
Sleepers,1996,Crime,7.6,49.0,186734,"49,100,000"
Lost Highway,1997,Mystery,7.6,52.0,131101,"3,796,699"
Sense and Sensibility,1995,Drama,7.6,84.0,102598,"43,182,776"
Die Hard: With a Vengeance,1995,Action,7.6,58.0,364420,"100,012,499"
Dead Man,1995,Adventure,7.6,62.0,90442,"1,037,847"
The Bridges of Madison County,1995,Drama,7.6,69.0,73172,"71,516,617"
Apollo 13,PG,Adventure,7.6,77.0,269197,"173,837,933"
Trois couleurs: Blanc,1994,Comedy,7.6,88.0,64390,"1,464,625"
Falling Down,1993,Action,7.6,56.0,171640,"40,903,593"
Dazed and Confused,1993,Comedy,7.6,78.0,165465,"7,993,039"
My Cousin Vinny,1992,Comedy,7.6,68.0,107325,"52,929,168"
Omohide poro poro,1991,Animation,7.6,90.0,27071,"453,243"
Delicatessen,1991,Comedy,7.6,66.0,80487,"1,794,187"
Home Alone,1990,Comedy,7.6,63.0,488817,"285,761,243"
The Godfather: Part III,1990,Crime,7.6,60.0,359809,"66,666,062"
When Harry Met Sally...,1989,Comedy,7.6,76.0,195663,"92,823,600"
The Little Mermaid,1989,Animation,7.6,88.0,237696,"111,543,479"
The Naked Gun: From the Files of Police Squad!,1988,Comedy,7.6,76.0,152871,"78,756,177"
"Planes, Trains & Automobiles",1987,Comedy,7.6,72.0,124773,"49,530,280"
Lethal Weapon,1987,Action,7.6,68.0,236894,"65,207,127"
Blood Simple,1984,Crime,7.6,82.0,87745,"2,150,000"
On Golden Pond,1981,Drama,7.6,68.0,27650,"119,285,432"
Mad Max 2,1981,Action,7.6,77.0,166588,"12,465,371"
The Warriors,1979,Action,7.6,65.0,93878,"22,490,039"
The Muppet Movie,1979,Adventure,7.6,74.0,32802,"76,657,000"
Escape from Alcatraz,1979,Action,7.6,76.0,121731,"43,000,000"
Watership Down,1978,Animation,7.6,64.0,33656,
Midnight Express,1978,Biography,7.6,59.0,73662,"35,000,000"
Close Encounters of the Third Kind,1977,Drama,7.6,90.0,184966,"132,088,635"
The Long Goodbye,1973,Comedy,7.6,87.0,26337,"959,000"
Giù la testa,1971,Drama,7.6,77.0,30144,"696,690"
Kelly's Heroes,1970,Adventure,7.6,50.0,45338,"1,378,435"
The Jungle Book,1967,Animation,7.6,65.0,166409,"141,843,612"
Blowup,1966,Drama,7.6,82.0,56513,
A Hard Day's Night,1964,Comedy,7.6,96.0,40351,"13,780,024"
Breakfast at Tiffany's,1961,Comedy,7.6,76.0,166544,
Giant,1956,Drama,7.6,84.0,34075,
From Here to Eternity,1953,Drama,7.6,85.0,43374,"30,500,000"
Lifeboat,1944,Drama,7.6,78.0,26471,
The 39 Steps,1935,Crime,7.6,93.0,51853,
